type,id,amount,oldbalanceOrig,newbalanceOrig,oldbalanceRec,newbalanceRec,Country,senders_name,ReceiversBank,SendersBank,receiver_name,TransactionDates,isFraud
cash_out,f6bffaa9-71fc-42e6-b3dd-7820bd20c36a,29009.35,121490.93,92481.58,3687.77,32697.12,USA,Eric Ford,UBS,HSBC,Bruce Barrera,2024-06-27,False
transfer,1a83b9a3-442f-4781-86b0-abe5fdf27aba,6359.33,101479.44,95120.11,66534.11,72893.44,Germany,Amanda Hale,Bank of America,Barclays,Ryan Glass,2020-11-03,False
cash_out,e0974255-47bc-46c4-aa3c-e6cdfa364d02,31930.2,45334.53,13404.33,78746.39,110676.59,Singapore,Darren Roberts,Deutsche Bank,State Bank of India,William Jensen,2023-09-20,False
cash_out,86f53c46-6b78-4a95-baac-2b0765003165,22145.52,89916.19,67770.67,98439.84,120585.36,UK,Sandra Lang,Deutsche Bank,Wells Fargo,Jessica Dennis,2020-07-10,False
cash_out,b91a7793-5e7a-4fce-b530-57b9295026e5,24479.31,76369.42,51890.11,58472.15,82951.46,Canada,Jacob Paul,UBS,DBS Bank,Sharon Jefferson,2023-10-08,False
cash_out,f4e30570-67d1-4836-a7b4-638be871690e,34474.28,53045.63,18571.35,50156.31,84630.59,India,Michael Delacruz,Barclays,Deutsche Bank,Caleb Jensen,2020-09-24,False
debit,4e795bd9-6107-4683-b493-a54c483bc588,16815.41,30637.57,13822.16,36915.2,53730.61,India,Anne Wallace,HSBC,Deutsche Bank,Angela Anderson,2023-03-10,False
cash_out,863e1f2a-18a8-46ef-ab05-3fc41b656dab,41063.03,133950.52,92887.49,29927.69,70990.72,France,Melissa Jordan,Deutsche Bank,Kotak Mahindra Bank,Pooja Mishra,2021-12-24,True
cash_out,bbb65426-6207-49dc-957b-96951e480cc5,20335.99,69894.38,49558.39,17901.97,38237.96,Canada,Larry Blackwell,HSBC,Chase Bank,Andrew Brooks,2023-07-24,False
cash_out,5c238d8d-71da-45b9-8eea-9db8f165d779,10122.49,41540.82,31418.33,96457.46,106579.95,UK,Emily Rodriguez,Standard Chartered,Bank of America,Aditya Bansal,2020-07-02,True
debit,75aec072-6b9d-4ef2-94e1-14bf637536e0,20862.55,116417.16,95554.61,86403.44,107265.99,France,Christian Franklin,Barclays,Wells Fargo,James Luna,2025-01-28,False
transfer,04a7d844-1877-42b6-801d-414fa1ff3b7e,27648.67,66311.93,38663.26,36894.87,64543.54,Canada,Sophia Strickland MD,Deutsche Bank,Bank of America,Eduardo Williams,2025-04-28,False
transfer,0f550292-377e-4a5e-b410-1fbe666c9a26,38210.82,76335.79,38124.97,22112.74,60323.56,India,Tabitha Holmes,HDFC Bank,Kotak Mahindra Bank,Rachel Coleman,2024-12-24,False
cash_out,82f8dcb6-0349-4570-ae50-0cda574cc14f,47588.37,144452.19,96863.82,93958.09,141546.46,Canada,William Hobbs,Bank of America,Standard Chartered,Ryan Pearson,2021-07-10,False
cash_out,dc581b2e-f1cc-4a4a-9a72-2e693ae52c8d,2091.29,53465.44,51374.15,91533.86,93625.15,France,Bobby Brown,Barclays,Wells Fargo,Martha Hudson,2024-12-07,False
transfer,555c9462-1a78-42d7-88c4-1fae53fe9e4e,41543.37,56653.59,15110.22,40623.45,82166.82,Singapore,John Mitchell,DBS Bank,Kotak Mahindra Bank,Robert Hinton,2020-09-03,False
cash_out,8de1470b-51ce-45f1-91b5-6c9a2409bf27,13484.77,74737.96,61253.19,55914.96,69399.73,Germany,Laura Allen,UBS,Kotak Mahindra Bank,Richard Lynn,2025-05-05,False
transfer,c3b383a6-988f-4469-978a-45639cb758fe,13199.92,104166.78,90966.86,61180.85,74380.77,India,Daniel Wilkinson,ICICI Bank,Chase Bank,Elizabeth Bush,2021-06-30,False
transfer,840d214b-3bd5-4863-b974-c90b35ba5e93,20925.58,112528.7,91603.12,11656.57,32582.15,USA,Jose Juarez,HSBC,HDFC Bank,Crystal Cummings,2021-09-22,False
cash_out,bfdc0201-5c3b-4de7-8bf0-2cc497ab53de,48260.25,55457.89,7197.64,67986.47,116246.72,India,Kelly Williams,Deutsche Bank,Bank of America,Donald Jackson,2024-10-29,False
transfer,de7d56b5-554a-428c-bcc6-cfa6ac2e9531,3737.89,97378.41,93640.52,22495.93,26233.82,Canada,Christopher Stephenson,HDFC Bank,State Bank of India,Lynn Harris,2021-10-02,False
transfer,0c020c71-cb62-4596-b6c6-22cf78091d46,47092.62,79926.38,32833.76,54340.27,101432.89,Germany,Brooke Klein,ICICI Bank,Deutsche Bank,Anthony Mcintosh,2024-03-31,False
debit,7cd2e3ed-81a5-4949-aa6e-0b4c7143f782,24005.39,33556.59,9551.2,9017.26,33022.65,USA,Kelsey Collier,ICICI Bank,Chase Bank,Sarah Ponce,2021-02-17,False
transfer,e2724d38-bf99-4d72-b5b0-6495a062db35,29629.42,104068.8,74439.38,87528.62,117158.04,India,Michael Garcia,HSBC,Standard Chartered,Connie Davis,2024-08-24,False
debit,4b8bf2d0-8b76-4ac3-abbd-6800a425a80c,31334.81,62003.29,30668.48,38884.44,70219.25,India,Jessica Martin,Kotak Mahindra Bank,UBS,Jennifer Webster,2025-06-03,False
debit,0493dc72-65c1-4f4b-9bf4-a238027e6b8c,27577.66,63182.71,35605.05,42171.35,69749.01,Canada,Ellen Roberts,Bank of America,Barclays,Wesley Hamilton,2021-02-04,False
cash_out,ea95f9a7-0793-40bd-a605-c61775528478,26988.01,62847.46,35859.45,25428.59,52416.6,Germany,David Jackson,ICICI Bank,UBS,Kiara Freeman,2023-07-24,False
transfer,e17c0533-d9ce-4b26-a029-3a67704cc8c3,38883.21,78750.26,39867.05,14895.2,53778.41,France,Logan Rogers,DBS Bank,DBS Bank,Margaret Tucker,2025-05-31,False
cash_out,c23d46c0-61eb-4ac9-b98d-a1eaa70a0f07,41035.37,90630.6,49595.23,87344.31,128379.68,USA,Thomas Williams,UBS,UBS,Jenna Murphy,2021-02-13,False
cash_out,bfcbdd99-70f4-4484-a946-7638e7355bf2,47431.13,110265.33,62834.2,69337.32,116768.45,India,Jeremy Fleming,HSBC,UBS,Tiffany Wilson,2023-03-07,False
cash_out,2d490058-5f84-43c5-adaa-8c7e75757602,5991.1,27255.35,21264.25,47335.56,53326.66,Canada,Harold Daniels,Wells Fargo,State Bank of India,Gabriella House,2024-11-27,False
transfer,5e0a72ab-7f5d-4163-b12b-66807f072cb9,7224.7,67981.99,60757.29,78131.2,85355.9,India,Tyler Morgan,ICICI Bank,State Bank of India,Natasha Colin,2022-01-17,True
debit,7e91eec8-d8a2-4687-95fd-1cce1627a8ee,21823.21,34085.06,12261.85,64431.1,86254.31,Canada,Rhonda Kennedy,Standard Chartered,Wells Fargo,Joshua Smith,2023-05-08,False
cash_out,1f5696e6-2871-4ac7-a133-17fa2fc45f15,14757.64,96169.7,81412.06,23922.27,38679.91,UK,Joshua Davis,Deutsche Bank,ICICI Bank,Dr. Justin Robinson,2024-10-05,False
cash_out,e773c4dc-ab15-42ca-91b5-107705583c07,35512.78,57806.11,22293.33,7672.84,43185.62,Canada,James Hess,HDFC Bank,Kotak Mahindra Bank,Amy Stewart,2022-08-13,False
transfer,990e6499-01f0-4a6e-b912-8ebf07d1eeb5,17542.6,63352.88,45810.28,67734.51,85277.11,France,Charles Schroeder,HSBC,Barclays,Brent Foster,2020-09-03,False
cash_out,eff43169-dadd-41de-8809-70bbb446ba8e,36719.57,45579.07,8859.5,81730.02,118449.59,UK,Lisa Chapman,Deutsche Bank,Barclays,Jamie Williams,2024-02-28,False
transfer,ec4ef44a-c528-4cf1-95fd-0aee29b4653c,24012.52,75419.79,51407.27,61433.91,85446.43,USA,Jeff Howe,HSBC,ICICI Bank,Jessica Romero,2024-12-22,False
cash_out,4c08f282-0ee7-401d-b3b9-f0b04cd278b4,15396.04,33379.75,17983.71,64298.77,79694.81,Germany,Richard Ortiz,Deutsche Bank,Wells Fargo,John Rhodes,2025-01-26,False
debit,fee66950-e1b3-40ee-b506-aa35cfa85cc8,1462.09,89225.85,87763.76,94438.66,95900.75,India,Christopher Morrison,HDFC Bank,Barclays,Kevin Cole,2024-07-08,False
cash_out,00c5f59c-6713-4975-9711-ca4a42f2d642,46909.99,126311.34,79401.35,70666.16,117576.15,UK,George Williams,ICICI Bank,Kotak Mahindra Bank,Kimberly Ayers,2022-07-19,False
debit,44940556-3a19-43f7-ab73-697002177a40,8192.21,97380.56,89188.35,51650.83,59843.04,India,Kelly Gordon,DBS Bank,State Bank of India,Stephanie Cole,2020-11-16,False
cash_out,e2682c9f-3b48-4d28-b7ed-2c13f3ebe658,40331.72,134696.0,94364.28,8477.82,48809.54,UK,Sarah Roberts,DBS Bank,Barclays,Angela Garrett,2021-09-29,False
transfer,547833ab-fa98-40fe-b7a9-56913907bb02,28521.81,95574.34,67052.53,57623.2,86145.01,Germany,Alexandria Smith,Kotak Mahindra Bank,Deutsche Bank,Beth Bishop,2021-01-06,False
transfer,325b1116-acb8-42ac-a6a9-cbb0233c5559,37897.66,48282.24,10384.58,81229.45,119127.11,Germany,Mark Miller,Standard Chartered,HSBC,Johnny Duncan,2022-11-05,False
cash_out,2427487c-bd69-462a-9461-f866fc7dcb15,2918.25,72238.22,69319.97,77805.71,80723.96,France,Tracy Ellis,Standard Chartered,State Bank of India,Patricia Taylor,2023-11-14,False
cash_out,52f325cf-02f2-4f6f-b7be-1cd210575edf,3745.67,58279.7,54534.03,35023.24,38768.91,Germany,Rebecca Moore,HSBC,ICICI Bank,Stephen Walker,2021-11-22,False
cash_out,198aed06-5bf6-4136-b1d4-acf6b174b4a5,19641.16,52717.9,33076.74,33738.18,53379.34,Canada,Jennifer Mooney,HDFC Bank,HSBC,Brittany Harvey,2023-12-22,False
cash_out,d3551b54-81b5-46aa-9adc-c6fe93ed8370,29118.94,41007.98,11889.04,84842.93,113961.87,France,Timothy Cook,Deutsche Bank,Standard Chartered,Bonnie Bryant,2021-08-10,False
debit,c10058ca-04dd-4975-a3b5-dd9f413bfde5,47693.56,129133.91,81440.35,6639.37,54332.93,USA,Melissa Sosa,Deutsche Bank,State Bank of India,David Shannon,2021-11-24,False
cash_out,ed1e0d98-db35-4016-ab4e-f0b0a11b0d39,10354.54,94076.46,83721.92,53344.15,63698.69,India,Cynthia Smith MD,State Bank of India,DBS Bank,Anthony Allen,2023-10-27,False
debit,e15c1fc5-4c44-4875-b117-66587f3085c2,9046.93,19861.56,10814.63,60020.02,69066.95,Germany,Philip Alexander,Standard Chartered,ICICI Bank,Deborah Mack,2022-11-30,False
cash_out,a468ee95-a4f6-4f51-af03-08ee2e33d7ad,24622.22,60773.4,36151.18,49133.43,73755.65,France,Mark Villanueva,State Bank of India,Kotak Mahindra Bank,Dawn Nelson,2022-07-19,False
cash_out,01f83241-288c-47cd-b819-563f9e8240ee,12447.51,67560.01,55112.5,74016.44,86463.95,USA,Daniel Smith,Kotak Mahindra Bank,Wells Fargo,Jessica Woods,2024-07-25,False
debit,5c58bbba-f3bb-4f8b-b437-66d88cdce91f,25279.89,84666.67,59386.78,67238.65,92518.54,Canada,Shelly Riley,HSBC,Barclays,Bridget Browning,2024-05-23,False
cash_out,33f301af-0df2-4af9-b6fb-8ea69e2f2a9c,33541.74,64632.8,31091.06,15312.83,48854.57,India,Julie Perry,DBS Bank,Wells Fargo,Sandra Johnson,2021-11-13,False
cash_out,8ccdd52e-5dc8-4e21-862e-6aa1d7b72562,5267.13,46149.12,40881.99,67526.31,72793.44,France,Jerry Garcia,HDFC Bank,UBS,Christina Ryan,2024-08-07,False
transfer,18c3d6cf-f1bf-479d-9498-898d8ae1337b,27531.29,34989.01,7457.72,50308.34,77839.63,Singapore,Nathan Beck,HSBC,State Bank of India,Cheryl Holmes,2020-11-19,False
cash_out,e62dba51-e627-4d4d-b004-cef7e410ee2a,49215.44,148258.41,99042.97,70767.55,119982.99,UK,Nicole Davis,Kotak Mahindra Bank,UBS,Andrea Johnson,2020-07-07,False
cash_out,2648c819-bd11-46ee-b58a-b7c7cccf4130,45402.16,129121.21,83719.05,57612.08,103014.24,Germany,Robin Le,Bank of America,State Bank of India,Selena Gonzalez,2022-06-18,False
debit,bf0d340a-ba93-4914-b7b0-15a7e682e667,42910.17,97015.56,54105.39,51939.18,94849.35,USA,Shawn Montgomery,Standard Chartered,Chase Bank,Eric Chase,2024-01-11,False
transfer,bd0a5c53-a9d9-4565-8e91-3ffa9bb2ac2a,5141.14,104484.28,99343.14,37199.28,42340.42,Germany,Gerald Luna,ICICI Bank,Bank of America,Scott Jones,2020-06-16,False
transfer,0861a95e-90f6-4063-8ed8-888606ca3b30,12943.14,100443.91,87500.77,54087.92,67031.06,India,Anthony Watson,Kotak Mahindra Bank,Chase Bank,Mark Hughes,2024-03-17,False
debit,d037a903-11d1-4bf7-bedf-41daf3e8ad08,8392.21,24390.1,15997.89,18607.32,26999.53,USA,Heather Mccall,Kotak Mahindra Bank,Wells Fargo,Michael Dominguez,2021-01-22,False
debit,c5d8e6d9-3055-41a0-aa87-9d4efb44a8c5,36810.69,61724.8,24914.11,61138.06,97948.75,Germany,Christopher Arnold,DBS Bank,DBS Bank,Crystal Reeves,2022-09-19,False
cash_out,5e79e796-acfe-42ea-b89b-97223aa4ecd7,39730.45,71483.17,31752.72,84143.1,123873.55,Canada,Henry Christensen,HDFC Bank,UBS,Amanda Powell,2022-12-05,False
transfer,05d04902-48d1-4e77-9710-d2f519b7a8e8,29829.37,65553.82,35724.45,3661.24,33490.61,Canada,Mary Turner,Kotak Mahindra Bank,Barclays,Phillip Campbell,2024-11-20,False
cash_out,701d5127-fa72-4e14-8885-b3cc36473025,44717.26,70199.43,25482.17,1900.63,46617.89,USA,Andres Vasquez,DBS Bank,UBS,Holly Williams,2024-11-02,False
cash_out,fab83457-caa5-48d1-91d3-5d2e8a97d5fc,33706.53,43599.17,9892.64,57271.5,90978.03,Canada,Keith Lawrence,Standard Chartered,UBS,Matthew Wilkins,2024-03-08,False
cash_out,2514b15a-1875-4b85-9b18-cac41b8e6079,2274.96,25355.07,23080.11,6286.99,8561.95,UK,Lisa Arellano,HSBC,Wells Fargo,Jesus Johnson,2022-03-29,False
transfer,c3d82df3-016d-4d99-8257-15f53c11cf24,44127.64,46663.19,2535.55,8950.99,53078.63,India,Brian Moore,Barclays,HSBC,Kenneth Pierce,2025-03-16,False
transfer,83ad73e5-de3a-4179-82a4-210dbf98f6d6,22201.22,39887.14,17685.92,32250.79,54452.01,UK,Tara Richardson,Deutsche Bank,Kotak Mahindra Bank,Heather Robinson,2021-04-24,False
cash_out,14c20798-b351-4955-bf9d-80bb16f391da,38888.12,101539.65,62651.53,94285.05,133173.17,Singapore,Scott Murphy,ICICI Bank,State Bank of India,Amber Pena,2023-09-27,False
transfer,eb0a2fb5-48fb-41f0-b45a-7238bace86e7,33153.33,90971.44,57818.11,63911.19,97064.52,UK,James Norton,HDFC Bank,HDFC Bank,Samantha Jackson,2022-03-14,False
transfer,4227cb17-2cbe-40a7-a418-ec67bb422b60,46817.99,114648.37,67830.38,18645.13,65463.12,Singapore,Lydia Townsend,State Bank of India,Bank of America,Megan Villarreal,2023-05-23,False
cash_out,47d499fd-78dc-48b7-a40f-23d8f87b5aa7,9638.02,48722.1,39084.08,88370.59,98008.61,Singapore,Heidi Allen,UBS,Wells Fargo,Eddie Benton,2021-09-03,False
cash_out,74fb6737-dadb-48d9-9f40-884e1e941d2b,36792.03,123191.47,86399.44,86817.69,123609.72,Singapore,Linda Benson,Chase Bank,Barclays,Jonathon Johnson,2021-03-22,False
transfer,729263c7-a2e3-4859-8f7d-fe908b188a3d,8704.53,78437.85,69733.32,4117.64,12822.17,USA,Daniel Duncan,Wells Fargo,Bank of America,Mr. Theodore Wade PhD,2022-07-10,False
transfer,bcee1b3b-5966-4ba0-8365-07dc7b4bbf27,34009.05,73739.13,39730.08,19734.44,53743.49,India,Anthony Arnold,Chase Bank,Bank of America,Gabriel Barr,2023-02-25,False
transfer,9715750d-4354-4d28-a344-595cf25530bb,12217.0,40364.05,28147.05,98586.29,110803.29,Germany,Cheryl Johnson,UBS,Barclays,Karina Dawson,2021-09-18,False
cash_out,5be8d503-1ed5-4d9b-ab91-a285c790c324,38599.75,91433.13,52833.38,65904.18,104503.93,UK,Thomas Mills,DBS Bank,HDFC Bank,Barbara Osborne,2021-04-17,False
debit,2048ba6e-72ec-4f04-bf8b-b8911b908e3f,9587.83,30335.31,20747.48,82757.57,92345.4,France,Joel Warner,Chase Bank,Chase Bank,Kevin Wilson,2020-10-08,False
cash_out,04b085fe-50f1-4ace-aa50-78b56c8bfd20,40694.55,97843.47,57148.92,68157.72,108852.27,India,George Castaneda,HSBC,Wells Fargo,Michael Gordon,2023-09-04,False
debit,e3a057b4-70d8-4e7f-8b93-e3cb21e0c116,31162.1,64783.29,33621.19,83077.95,114240.05,Germany,Alexander Bennett,State Bank of India,DBS Bank,Brianna Hill,2022-05-29,False
transfer,38f02f67-3ff7-4633-9508-7a398be6ec0b,32657.9,125698.83,93040.93,58940.4,91598.3,Singapore,Michael Garza,State Bank of India,Bank of America,Samuel York,2020-08-31,False
cash_out,6f3e7eb7-f3fe-421b-abbb-8250cfd86a68,46535.7,126848.3,80312.6,32782.64,79318.34,France,Grant Gonzalez,Chase Bank,Deutsche Bank,William Williams,2023-05-25,False
transfer,b3056af8-65da-44f1-9319-fa4d7e097451,35158.7,107664.53,72505.83,80493.08,115651.78,USA,Ashley Hernandez,Barclays,Barclays,Michael Bond,2022-05-22,False
cash_out,9c497346-31b0-428c-9825-949d6546a217,29013.17,120166.14,91152.97,34294.81,63307.98,Canada,Thomas Bruce,Deutsche Bank,Wells Fargo,Henry Harmon,2023-02-04,False
cash_out,f020e992-b576-455e-9854-9f222102f9c9,41772.48,130140.7,88368.22,3774.75,45547.23,UK,Walter Hale,Deutsche Bank,DBS Bank,Kennedy Kain,2023-10-16,True
debit,b9f9f03b-a399-4947-97ea-7b6b241a39df,21289.57,23624.85,2335.28,79364.8,100654.37,Singapore,Alexa Chan,HDFC Bank,UBS,Laura Reid,2023-06-13,False
transfer,1098a762-9d75-41b8-a650-324a8a64092d,25198.13,122658.13,97460.0,76050.11,101248.24,Singapore,Nicole Johnson,Wells Fargo,Kotak Mahindra Bank,Virginia Cordova,2023-09-06,False
debit,c36d873d-e1b8-4ab7-86c6-5548a423d375,19722.05,111962.08,92240.03,51687.71,71409.76,Canada,Cameron Rivers,ICICI Bank,Standard Chartered,Mary Garcia,2023-11-22,False
debit,41d82c2c-d2bd-417d-87f8-f1f99c631e52,17381.2,91579.96,74198.76,72891.98,90273.18,Singapore,Benjamin Payne,Chase Bank,ICICI Bank,Susan Howard,2020-07-21,False
cash_out,c4ee69aa-fd88-4093-be48-da6be1e218b4,34392.19,73056.59,38664.4,20969.91,55362.1,India,Evan Adams,ICICI Bank,HSBC,William Elliott,2025-02-02,False
cash_out,3b06e9dc-ff2b-494d-b17d-ebe257517a1b,7729.86,26944.19,19214.33,33907.98,41637.84,USA,Maria Ferguson,State Bank of India,ICICI Bank,Katherine Johns,2020-09-30,False
debit,a2f3c4c8-6285-4792-895a-b8dacaa0e13c,3299.25,82800.1,79500.85,17372.68,20671.93,Canada,Tracy Huynh,Chase Bank,Standard Chartered,Joshua Armstrong,2023-07-28,False
cash_out,f9b4c7bf-a90c-4e06-8c6a-0f48cf44571b,15732.15,58817.47,43085.32,67095.15,82827.3,Germany,William Jackson,HDFC Bank,HDFC Bank,Crystal Johnston,2024-10-24,False
debit,3538674d-bf18-47fe-9bda-a9f55158df35,4990.54,51233.12,46242.58,67394.13,72384.67,Singapore,Marcia Wall,Wells Fargo,ICICI Bank,Valerie Gordon,2022-07-07,False
transfer,e076eab8-a5b0-4ca4-861c-5e81e79ce3e5,4131.55,74006.49,69874.94,9972.32,14103.87,India,John Smith,HDFC Bank,HSBC,Kathy Brown,2023-11-16,False
transfer,cace8ecc-4ac9-4cc4-9676-12eb4969f57a,10111.93,27614.05,17502.12,36688.75,46800.68,Singapore,Jennifer Morrow MD,Kotak Mahindra Bank,DBS Bank,John Wright,2024-09-23,False
cash_out,54dc54bf-d2da-4faa-a5fd-d6df542123bc,34058.03,46420.32,12362.29,51648.94,85706.97,UK,Richard Summers,Standard Chartered,Barclays,Johnny Cox,2021-03-13,False
debit,5c60d130-7d35-4d1f-a32f-b9b9b920ea47,18243.17,65611.31,47368.14,69349.27,87592.44,Singapore,Todd Thomas,DBS Bank,Kotak Mahindra Bank,Mary Smith,2021-10-23,False
debit,a9c55ff9-9dd0-4b9c-ac14-52b48bc1163c,26214.54,64012.41,37797.87,92608.23,118822.77,Canada,Darrell Nguyen,Wells Fargo,State Bank of India,Lori Valentine,2022-01-10,False
transfer,6a645874-cff5-4509-90dd-9b6dccbe559f,14737.56,25688.1,10950.54,67442.83,82180.39,UK,Holly Velazquez,Deutsche Bank,Barclays,Alicia Howard,2021-11-03,False
cash_out,74b79620-4a73-40bf-b2ce-7eeb4c56fb8f,33484.19,48398.64,14914.45,9008.27,42492.46,France,Elizabeth Brown,Standard Chartered,ICICI Bank,Aditya Bansal,2020-11-05,True
cash_out,c993cf81-66dd-41f7-8979-2a788180098a,5799.21,75451.54,69652.33,77267.67,83066.88,Germany,Krista Sampson,HDFC Bank,UBS,Stephen Carter DDS,2022-12-21,False
debit,10843e0a-0784-4aba-8d73-4c8b7f906ced,5163.4,23034.74,17871.34,29312.03,34475.43,Germany,Gina Marsh,HDFC Bank,Bank of America,Anthony Neal,2021-10-23,False
transfer,099df46b-7592-4e0c-b86b-dfd1fd838baf,48870.1,129615.36,80745.26,36020.4,84890.5,France,John Leonard,Deutsche Bank,Chase Bank,Kristen Williams MD,2021-04-30,False
cash_out,3ca28c66-a62b-474f-8a80-4fd5fa7a07d7,27598.16,89483.6,61885.44,73689.33,101287.49,UK,Allen Moss,ICICI Bank,Standard Chartered,Caroline Hernandez,2021-05-03,False
debit,05ea67dd-7d48-4c47-8ec8-3e405582ced8,24121.4,90015.38,65893.98,35379.16,59500.56,India,Jennifer White,HDFC Bank,Bank of America,Dan Ray,2024-11-14,False
cash_out,c03b3a8e-58ed-4798-9c26-6a1b9c137f71,12577.11,110590.22,98013.11,63669.76,76246.87,Germany,Jesus Cantu,HSBC,State Bank of India,Jeffery Parsons,2020-07-19,False
cash_out,f248793a-f152-415c-ab95-f5ea01ed23aa,13812.77,93912.45,80099.68,76788.05,90600.82,USA,Dr. Cheryl Jackson,ICICI Bank,Wells Fargo,Shannon Sullivan,2022-04-15,False
debit,c19aab0f-7d72-4f73-9d3b-64acdd7c5485,8953.79,106891.54,97937.75,26576.33,35530.12,UK,Richard Baker,Standard Chartered,ICICI Bank,Tara Edwards,2020-07-30,False
transfer,35adde88-43e4-4668-82ea-d2df725656e3,23731.18,35282.07,11550.89,78487.66,102218.84,Germany,Michael Fowler,UBS,HSBC,Rakesh Patel,2023-04-25,True
cash_out,df118c67-5d7c-4047-8f85-5b4844dccebd,29005.52,61770.9,32765.38,59949.38,88954.9,Germany,Ariel Williams,HDFC Bank,HSBC,Joyce Hamilton,2024-06-27,False
debit,4bfe878c-db0b-404c-9f69-5cedddfeb679,30087.52,127082.34,96994.82,78543.74,108631.26,India,Elizabeth Nolan,Chase Bank,Barclays,Jillian Walker,2020-07-15,False
cash_out,09b40e73-a7d0-498c-8195-26ca6aa93ecf,44654.64,109843.62,65188.98,90579.82,135234.46,Canada,Anna Bullock,Standard Chartered,ICICI Bank,Robert Vasquez,2024-08-02,False
cash_out,4cc7cda2-1f2f-487d-ad11-3faf0e3f4912,23838.68,93022.78,69184.1,46740.24,70578.92,Canada,Kelly Wright,Deutsche Bank,Chase Bank,Ross Wallace,2021-05-03,False
debit,48b3d594-2c42-4d0c-9f43-78f567ce45c6,34772.44,77521.63,42749.19,34269.94,69042.38,India,Juan Rush,DBS Bank,Wells Fargo,Samantha Campbell,2023-12-26,False
cash_out,cd50aeee-cf73-4b6f-ae9f-3766a8443d5d,19055.11,90319.76,71264.65,19627.67,38682.78,Germany,James Rush,Kotak Mahindra Bank,Deutsche Bank,Martin Le,2022-05-04,False
cash_out,b3e8aa27-99fd-4e54-b592-32478fa5f520,24153.76,109673.36,85519.6,40451.39,64605.15,Germany,Bruce White,DBS Bank,Deutsche Bank,Charlene Wang,2022-08-25,False
cash_out,8f633556-ceac-4fd7-8702-c6eb7ff8d506,47451.04,123853.05,76402.01,34283.04,81734.08,Singapore,Kathryn Gonzalez,HSBC,Wells Fargo,Michael Taylor,2024-12-23,False
cash_out,30a4c4b0-be3c-4c84-9763-50f54708b42e,41085.03,90046.89,48961.86,52896.01,93981.04,Canada,Danielle Norris,Bank of America,Deutsche Bank,William Baker,2024-05-02,False
cash_out,0bd8c335-1c27-49ad-b17f-4ba6889965a9,4281.77,63453.67,59171.9,82045.45,86327.22,USA,Amy Heath,Barclays,Deutsche Bank,Edwin Nichols,2023-09-18,False
transfer,121b6379-ae1b-404a-afe5-3e6ec2a4d552,46441.58,104273.27,57831.69,22683.53,69125.11,Canada,Ashley Drake,Standard Chartered,Bank of America,Krystal Wilson,2022-08-28,False
debit,01bcdf07-64c4-4a9c-924e-1e88ca7ce0b7,30067.19,114253.04,84185.85,42915.77,72982.96,India,Margaret Rodriguez,Bank of America,Chase Bank,Hannah Smith,2020-08-27,False
cash_out,558fa597-6c73-4467-acca-e9a6142a98ea,35909.18,118559.65,82650.47,47375.62,83284.8,France,Nicholas Perez,Bank of America,HDFC Bank,Jonathan Rocha,2023-08-26,False
transfer,f2703a23-a957-411d-afd0-2b45a0b3543a,18786.16,28799.97,10013.81,16563.55,35349.71,Canada,Steven White,Kotak Mahindra Bank,Deutsche Bank,David Perkins,2021-05-10,False
cash_out,433d8124-d92b-4bd2-9933-a1564353bd3f,10002.41,63948.13,53945.72,99934.43,109936.84,UK,Teresa Coleman,State Bank of India,Barclays,Dylan Odonnell,2022-05-16,False
debit,04d3df73-f003-4c19-b0c2-d46f03e54175,43916.29,51062.11,7145.82,65527.27,109443.56,India,Tracey Castillo,Bank of America,Barclays,Timothy Booth,2024-12-15,False
transfer,59b66cd5-5516-40dc-b7b8-f104c9824fec,1599.55,96156.79,94557.24,64289.9,65889.45,Germany,Julia Martinez,UBS,Chase Bank,Heather Hill,2022-11-20,False
debit,409fbfd6-f641-45f1-854b-c7756a80fef6,45917.55,121025.89,75108.34,42714.29,88631.84,Singapore,John Lambert,UBS,Wells Fargo,Debra Greer,2021-03-16,False
